TaxID,Species_Name
212067,Phalaenopsis fasciata
212068,Phalaenopsis fimbriata
212069,Phalaenopsis floresensis
212070,Phalaenopsis fuscata
212071,Phalaenopsis gibbosa
212072,Phalaenopsis gigantea
212073,Phalaenopsis hieroglyphica
212074,Phalaenopsis inscriptiosinensis
212075,Phalaenopsis javanica
212076,Phalaenopsis kunstleri
212078,Phalaenopsis lindenii
212079,Phalaenopsis lobbii
212080,Phalaenopsis maculata
212081,Phalaenopsis micholitzii
212082,Phalaenopsis modesta
212083,Phalaenopsis pallens
212084,Phalaenopsis pantherina
212085,Phalaenopsis parishii
212086,Phalaenopsis philippinensis
212088,Phalaenopsis pulchra
212089,Phalaenopsis sanderiana
212090,Phalaenopsis schilleriana
212091,Phalaenopsis stuartiana
212092,Phalaenopsis sumatrana
212093,Phalaenopsis tetraspis
212094,Phalaenopsis venosa
212095,Phalaenopsis viridis
212096,Phalaenopsis wilsonii
212098,Tuberolabium kotoense
212401,Phalaenopsis lowii
212402,Phalaenopsis lueddemanniana
214676,Epipactis albensis
215226,Eltroplectris calcarata
217176,Cynorkis fastigiata
217177,Liparis laxa
217542,Scaphyglottis amparoana
217543,Scaphyglottis arctata
217544,Scaphyglottis behrii
217545,Scaphyglottis chlorantha
217546,Scaphyglottis confusa
217547,Scaphyglottis corallorrhiza
217548,Scaphyglottis densa
217549,Scaphyglottis fusiformis
217550,Scaphyglottis gigantea
217552,Scaphyglottis jimenezii
217553,Scaphyglottis leucantha
217554,Scaphyglottis livida
217555,Scaphyglottis longicaulis
217556,Scaphyglottis mesocopis
217557,Scaphyglottis minutiflora
217558,Scaphyglottis pachybulbon
217559,Scaphyglottis prolifera
217560,Scaphyglottis reflexa
217561,Scaphyglottis sigmoidea
217562,Scaphyglottis spathulata
217563,Scaphyglottis stellata
220554,Galeottiella sarcoglossa
220555,Ponthieva schaffneri
220557,Pterichis habenarioides
220561,Platylepis polyadenia
220564,Manniella cypripedioides
220565,Manniella gustavi
220570,Gomphichis bogotensis
220572,Porphyrostachys pilifera
220573,Prescottia plantaginifolia
220574,Galeoglossum tubulosum
220575,Stenoptera ecuadorana
220578,Aulosepalum tenuiflorum
220580,Beloglottis costaricensis
220582,Coccineorchis cernua
220584,Cyclopogon epiphyticus
220586,Deiregyne diaphana
220588,Dichromanthus aurantiacus
220589,Dichromanthus cinnabarinus
220591,Eurystyles borealis
220593,Funkiella hyemalis
220597,Mesadenus lucayanus
220599,Pelexia adnata
220601,Schiedeella faucisanguinea
220602,Schiedeella llaveana
220604,Stenorrhynchos speciosum
224735,Drimys granadensis
225553,Gastrochilus japonicus
225559,Phalaenopsis reichenbachiana
226209,Liparis loeselii
228479,Phalaenopsis appendiculata
228480,Phalaenopsis buyssoniana
228481,Phalaenopsis honghenensis
228482,Phalaenopsis taenialis
228484,Renanthera matutina
228487,Vanda luzonica
230570,Dactylorhiza saccifera
230571,Dactylorhiza fuchsii
230572,Dactylorhiza maculata
230573,Dactylorhiza traunsteineri
230574,Dactylorhiza incarnata
230575,Dactylorhiza euxina
230576,Dactylorhiza iberica
230577,Dactylorhiza viridis
230607,Wullschlaegelia calcarata
230610,Huttonaea grandiflora
230613,Aeranthes moratii
230616,Dendrobium albosanguineum
230694,Neoastelia spectabilis
230964,Tropidia saprophytica
231483,Dactylorhiza purpurella
231484,Dactylorhiza majalis
231485,Dactylorhiza elata
233022,Coelogyne celebensis
233023,Coelogyne rumphii
233024,Coelogyne carinata
233025,Coelogyne fragrans
233026,Coelogyne susanae
233027,Coelogyne lycastoides
233028,Coelogyne xyrekes
233029,Coelogyne speciosa
233030,Coelogyne septemcostata
233031,Coelogyne tiomanensis
233032,Coelogyne usitana
233033,Coelogyne guamensis
233035,Otochilus fuscus
233036,Otochilus lancilabius
233992,Bulbophyllum bracteatum
233995,Dendrobium maidenianum
233997,Dendrobium fractiflexum
233999,Dendrobium aloifolium
234000,Dendrobium amethystoglossum
234001,Dendrobium anceps
234002,Dendrobium bracteosum
234004,Dendrobium capituliflorum
234005,Dendrobium caliculi mentum
234006,Dendrobium ceraula
234009,Dendrobium cyanocentrum
234010,Dendrobium fairchildiae
234011,Dendrobium formosum
234012,Dendrobium fulgidum
234013,Dendrobium goldfinchii
234014,Dendrobium goldschmidtianum
234015,Oxystophyllum govidjoae
234016,Dendrobium indivisum
234017,Dendrobium inflatum
234018,Dendrobium ionopus
234019,Dendrobium junceum
234020,Dendrobium lancifolium
234021,Dendrobium lawesii
234022,Dendrobium leonis
234023,Dendrobium macrophyllum
234024,Dendrobium mohlianum
234025,Dendrobium morrisonii
234026,Dendrobium mutabile
234028,Dendrobium nindii
234029,Dendrobium nothofagicola
234030,Dendrobium papilio
234031,Dendrobium philippinense
234034,Dendrobium sanguinolentum
234035,Dendrobium serratilabium
234036,Oxystophyllum sinuatum
234037,Dendrobium smillieae
234039,Dendrobium speciosum
234041,Dendrobium subuliferum
234042,Dendrobium truncatum
234043,Dendrobium usterioides
234044,Dendrobium victoriae reginae
234045,Dendrobium violaceum
234046,Dendrobium yeageri
234047,Dendrobium ischnopetalum
234049,Drymoanthus flavus
234050,Dendrobium amplum
234051,Dendrobium cymbidioides
234052,Dendrobium triflorum
234053,Dendrobium comatum
234055,Dendrobium baileyi
234057,Bulbophyllum clandestinum
234059,Dendrobium cunninghamii
234061,Liparis habenarina
234062,Bulbophyllum nutans
234063,Dendrobium calamiforme
242627,Limodorum abortivum
242628,Epipactis lusitanica
242629,Epipactis fageticola
243798,Serapias cordigera
243799,Serapias perez chiscanoi
244023,Calamus caryotoides
245490,Graphorkis lurida
245492,Maxillaria kellyana
245494,Disa spathulata
245496,Agrostophyllum glumaceum
245504,Holothrix scopularia
245507,Thecostele alata
246270,Wullschlaegelia aphylla
253090,Paphiopedilum coccineum
254896,Gymnadenia nigra
254903,Serapias politisii
256339,Galearis spectabilis
256341,Pseudovanilla foliata
256342,Pseudovanilla ponapensis
256344,Aerangis ugandensis
256347,Caladenia lyallii
256348,Calanthe triplicata
256349,Chiloglottis cornuta
256350,Cleistes cipoana
256351,Cleisostoma arietinum
256353,Coryanthes mastersiana
256354,Corymborkis veratrifolia
256355,Cryptostylis arachnites
256356,Earina deplanchei
256357,Elleanthus caravata
256359,Eria javanica
256360,Glomera macdonaldii
256362,Grammatophyllum scriptum
256363,Isotria medeoloides
256364,Liparis viridiflora
256365,Nitidobulbon nasutum
256366,Megastylis latissima
256370,Platanthera obtusata
256371,Stelis restrepioides
256372,Pterostylis oliveri
256373,Restrepia sanguinea
256374,Selenipedium aequinoctiale
256375,Spathoglottis pacifica
256377,Xylobium variegatum
256751,Vanilla inodora
256752,Vanilla palmarum
257352,Rhynchostylis retusa
257354,Dendrobium sulcatum
257355,Dendrobium stuposum
257356,Dendrobium draconis
257357,Dendrobium longicornu
257358,Dendrobium erosum
257359,Dendrobium bellatulum
257360,Dendrobium trigonopus
257361,Dendrobium heterocarpum
257362,Dendrobium tsii
257436,Govenia superba
257823,Encyclia asperula
257824,Encyclia candollei
257825,Encyclia diurna
257826,Encyclia incumbens
257827,Amoana kienastii
257828,Encyclia randii
257831,Microepidendrum subulatifolium
257832,Myrmecophila tibicinis
257834,Oestlundia cyanocolumna
257835,Oestlundia distantiflora
257836,Oestlundia luteorosea
257838,Prosthechea chimborazoensis
257839,Prosthechea cretacea
257840,Prosthechea fragrans
257841,Prosthechea glauca
257842,Prosthechea ionocentra
257843,Prosthechea ochracea
257844,Prosthechea pseudopygmaea
261213,Brocchinia prismatica
263983,Dendrochilum warrenii
263984,Dendrochilum coccineum
263985,Dendrochilum celebesense
263995,Acorus americanus
280448,Collabium simplex
280449,Aerides multiflora
280450,Rhynchostylis gigantea
280451,Neuwiedia borneensis
280452,Neuwiedia zollingeri
280454,Apostasia wallichii
280455,Apostasia odorata
280456,Apostasia nuda
291131,Thamnochortus punctatus
291413,Ophrys atlantica
292282,Satyrium amblyosaccos
292283,Satyrium amoenum
292284,Satyrium bicorne
292285,Satyrium bracteatum
292286,Satyrium breve
292287,Satyrium buchananii
292288,Satyrium chlorocorys
292289,Satyrium coriifolium
292290,Satyrium crassicaule
292291,Satyrium cristatum
292292,Satyrium erectum
292293,Satyrium hallackii
292294,Satyrium microcorys
292295,Satyrium microrrhynchum
292296,Satyrium muticum
292297,Satyrium orbiculare
292298,Satyrium pallens
292299,Satyrium princeae
292300,Satyrium pumilum
292301,Satyrium rupestre
292302,Satyrium sceptrum
292303,Satyrium shirense
292304,Satyrium sphaeranthum
292305,Satyrium trinerve
292306,Satyrium volkensii
292533,Iris virginica
292647,Bismarckia nobilis
296648,Paphiopedilum braemii
296650,Paphiopedilum victoria mariae
299268,Paphiopedilum vietnamense
299269,Paphiopedilum victoria regina
299270,Paphiopedilum spicerianum
299271,Paphiopedilum praestans
299272,Paphiopedilum randsii
306066,Dactylorhiza foliosa
307584,Galeola lindleyana
307585,Epistephium lucidum
309525,Calanthe arisanensis
309526,Calanthe aristulifera
309527,Calanthe arcuata
309528,Calanthe densiflora
309529,Calanthe graciliflora
309530,Calanthe lyroglossa
309532,Calanthe davidii
309533,Calanthe reflexa
309535,Calanthe alismifolia
310105,Aganisia cyanea
310106,Aganisia fimbriata
310108,Aetheorhyncha andreettae
310110,Aganisia pulchella
310111,Batemannia lepida
310113,Benzingia caudata
310114,Benzingia cornuta
310115,Benzingia estradae
310116,Benzingia hajekii
310117,Benzingia hirtzii
310118,Chaubardia klugii
310119,Chaubardia surinamensis
310121,Chaubardiella pacuarensis
310122,Chaubardiella pubescens
310123,Chaubardiella subquadrata
310124,Chaubardiella tigrina
310127,Chondrorhyncha hirtzii
310128,Chondrorhyncha rosea
310130,Chondroscaphe amabilis
310131,Chondroscaphe atrilinguis
310134,Chondroscaphe chestertonii
310135,Chondroscaphe eburnea
310136,Chondroscaphe escobariana
310137,Chondroscaphe flaveola
310140,Cochleanthes aromatica
310141,Cochleanthes flabelliformis
310142,Cryptarrhena guatemalensis
310144,Daiotyla albicans
310145,Daiotyla crassa
310147,Dichaea campanulata
310148,Dichaea panamensis
310149,Dichaea squarrosa
310151,Echinorhyncha litensis
310153,Euryblema anatonum
310154,Euryblema andreae
310156,Galeottia burkei
310157,Galeottia ciliata
310158,Galeottia colombiana
310159,Galeottia fimbriata
310160,Galeottia grandiflora
310162,Huntleya wallisii
310165,Ixyophora viridisepala
310166,Koellensteinia boliviensis
310168,Neogardneria murrayana
310170,Otostylis lepida
310172,Pabstia jugosa
310173,Pabstia viridis
310175,Paradisanthus micranthus
310177,Pescatoria cerina
310178,Pescatoria coronaria
310179,Pescatoria ecuadorana
310180,Pescatoria lamellosa
310181,Pescatoria lawrenceana
310182,Pescatoria pulvinaris
310183,Promenaea stapelioides
310184,Promenaea xanthina
310187,Stenia bismarckii
310188,Stenia calceolaris
310189,Stenia glatzii
310190,Stenia pallida
310191,Stenia saccata
310193,Stenotyla lankesteriana
310194,Stenotyla lendyana
310195,Stenotyla picta
310197,Warczewiczella discolor
310198,Warczewiczella guianensis
310199,Warczewiczella lipscombiae
310200,Warczewiczella marginata
310201,Warczewiczella wailesiana
310203,Warreopsis colorata
310204,Warreopsis pardina
310205,Zygopetalum maxillare
310207,Zygosepalum labiosum
310208,Zygosepalum tatei
310210,Kefersteinia excentrica
310211,Kefersteinia expansa
310212,Kefersteinia guacamayoana
310213,Kefersteinia maculosa
310214,Kefersteinia microcharis
310215,Kefersteinia trullata
312805,Phalaenopsis finleyi
312809,Vanda ampullacea
312812,Vanda coerulescens
312814,Vandopsis lissochiloides
315274,Phragmipedium kovachii
318450,Diuris orientis
318451,Diuris pardina
318454,Diuris fragrantissima
318455,Diuris chryseopsis
322100,Epipactis microphylla
327319,Liparis bracteata
327320,Liparis cespitosa
327321,Liparis chalandei
327322,Liparis clypeolum
327323,Liparis condylobulbon
327325,Liparis formosana
327326,Stichorkis gibbosa
327327,Liparis hawaiensis
327329,Liparis kumokiri
327330,Liparis latifolia
327331,Liparis layardii
327332,Liparis nervosa
327333,Liparis nugentiae
327335,Liparis pauliana
327336,Liparis rheedei
327343,Liparis sula
327345,Liparis truncicola
327347,Crepidium calophyllum
327350,Crepidium latisepalum
327351,Crepidium metallicum
327352,Dienia ophrydis
327353,Tamayorkis porphyrea
327354,Crepidium punctatum
327355,Crepidium resupinatum
327358,Crepidium taurinum
327359,Oberonia tenuis
327361,Oberonia equitans
327362,Oberonia heliophila
327363,Oberonia iridifolia
327365,Oberonia padangensis
327368,Oberonia wappeana
327370,Liparis grossa
327371,Liparis parviflora
327372,Crepidium mambulilingense
327373,Crepidium tetralobum
327837,Liparis brunnescens
327838,Liparis anopheles
329322,Gymnadenia borealis
329323,Gymnadenia crassinervis
329325,Gymnadenia austriaca
331149,Aerangis hariotiana
331151,Jumellea arachnantha
331152,Angraecum scottianum
331155,Robiquetia minimiflora
331157,Acampe ochracea
331158,Acampe rigida
331160,Adenoncos parviflora
331161,Vanda flabellata
331162,Aerides odorata
331165,Arachnis flos aeris
331166,Vanda christensoniana
331167,Vanda nana
331169,Ascochilus emarginatus
331171,Pteroceras decipiens
331175,Brachypeza indusiata
331176,Brachypeza zamboangensis
331181,Chiloschista viridiflava
331183,Vanda vietnamica
331187,Cleisomeria pilosulum
331189,Pelatantheria scolopendrifolia
331195,Diploprora truncata
331199,Grosourdya callifera
331201,Gunnarella begaudii
331205,Hygrochilus parishii
331207,Hymenorchis javanica
331211,Macropodanthus philippinensis
331215,Micropera pallida
331217,Microsaccus griffithii
331219,Nothodoritis zhejiangensis
331223,Ornithochilus difformis
331225,Papilionanthe subulata
331227,Pelatantheria ctenoglossum
331229,Pennilabium struthio
331231,Pomatocalpa diffusum
331232,Pomatocalpa kunstleri
331234,Brachypeza pallida
331236,Rhinerrhizopsis moorei
331239,Sarcochilus chrysanthus
331240,Sarcochilus hartmannii
331242,Sarcoglyphis comberi
331244,Schoenorchis paniculata
331248,Seidenfadenia mitrata
331250,Smitinandia helferi
331251,Smitinandia micrantha
331253,Staurochilus ionosmus
331256,Thrixspermum centipeda
331257,Thrixspermum subulatum
331259,Trichoglottis latisepala
331261,Vanda pumila
331262,Tuberolabium escritorii
331263,Vanda coerulea
331265,Ventricularia tenuicaulis
331267,Drymoanthus minimus
334597,Yucca schidigera
335151,Dendrobium dixanthum
335152,Dendrobium strongylanthum
335153,Dendrobium monticola
335154,Dendrobium minutiflorum
335155,Dendrobium terminale
337196,Gastrorchis francoisii
337197,Gastrorchis humblotii
337199,Gastrorchis tuberculosa
337200,Gastrorchis lutea
337201,Phaius pulchellus
337204,Phaius amboinensis
337206,Calanthe sylvatica
337432,Dactylorhiza praetermissa
338223,Microtis oligantha
338233,Microtis angusii
338234,Microtis arenaria
338235,Microtis familiaris
338955,Pomatocalpa spicatum
338965,Ancistrorhynchus capitatus
338968,Angraecopsis amaniensis
338971,Ascochilopsis myosurus
338973,Beclardia macrostachya
338975,Bolusiella batesii
338977,Angraecum appendiculatum
338979,Calyptrochilum christyanum
338981,Diaphananthe ichneumonea
338983,Cribbia brachyceras
338985,Cryptopus elatus
338987,Cyrtorchis arcuata
338989,Esmeralda clarkei
338991,Eurychone galeandrae
338997,Listrostachys pertusa
339000,Malleola ligulata
339004,Mystacidium aliceae
339008,Oeonia rosea
339010,Oeoniella polystachys
339012,Podangis dactyloceras
339014,Rangaeris amaniensis
339016,Rhipidoglossum kamerunense
339018,Robiquetia cerina
339023,Sphyrarhynchus schliebenii
339026,Ypsilopus longifolius
339028,Adenoncos vesiculosa
339029,Aerangis biloba
339030,Aerangis citrata
339031,Aerangis confusa
339032,Aerangis coriacea
339033,Aerangis ellisii
339035,Aerangis fastuosa
339036,Aerangis kirkii
339037,Aerangis kotschyana
339038,Aerangis luteoalba
339039,Aerangis macrocentra
339040,Aerangis modesta
339041,Aerangis punctata
339042,Aerangis somalensis
339043,Aerangis thomsonii
339044,Aerangis verdickii
339045,Aeranthes arachnites
339046,Aerides rosea
339047,Ancistrorhynchus metteniae
339048,Ancistrorhynchus recurvus
339049,Ancistrorhynchus straussii
339050,Angraecopsis breviloba
339051,Angraecopsis parviflora
339052,Angraecum calceolus
339053,Angraecum conchiferum
339054,Angraecum distichum
339055,Angraecum dives
339056,Angraecum elephantinum
339059,Angraecum erectum
339060,Angraecum florulentum
339061,Angraecum germinyanum
339062,Angraecum leonis
339063,Angraecum rutenbergianum
339064,Angraecum teres
339065,Vanda aurantiaca
339066,Vanda miniata
339067,Bolusiella iridifolia
339068,Bolusiella maudiae
339070,Campylocentrum brenesii
339072,Diaphananthe odoratissima
339073,Diaphananthe sarcophylla
339074,Diaphananthe vesicata
339075,Chiloschista lunifera
339076,Chiloschista parishii
339077,Cleisostoma chantaburiense
339078,Cleisostoma discolor
339079,Cribbia confusa
339080,Cryptopus paniculatus
339081,Cyrtorchis chailluana
339082,Cyrtorchis praetermissa
339083,Cyrtorchis ringens
339084,Diaphananthe fragrantissima
339085,Diaphananthe lorifolia
339086,Diaphananthe millarii
339087,Diaphananthe pellucida
339088,Eurychone rothschildiana
339089,Gastrochilus dasypogon
339091,Jumellea confusa
339092,Jumellea maxillarioides
339093,Microcoelia bulbocalcarata
339094,Microcoelia corallina
339095,Microcoelia gilpinae
339096,Microcoelia globulosa
339097,Microcoelia macrantha
339098,Microcoelia megalorrhiza
339099,Microcoelia obovata
339100,Microcoelia physophora
339101,Microcoelia smithii
339102,Microcoelia stolzii
339103,Aerangis hildebrandtii
339104,Mystacidium braybonae
339105,Mystacidium capense
339106,Mystacidium flanaganii
339107,Papilionanthe teres
339108,Pelatantheria insectifera
339110,Polystachya longiscapa
339111,Polystachya modesta
339112,Brachypeza semiteretifolia
339113,Rangaeris muscicola
339114,Podangis rhipsalisocia
339115,Renanthera imschootiana
339117,Rhipidoglossum subsimplex
339118,Rhipidoglossum xanthopollinium
339119,Robiquetia spathulata
339120,Sarcochilus fitzgeraldii
339121,Sarcophyton crassifolium
339122,Schoenorchis fragrans
339123,Schoenorchis juncifolia
339124,Solenangis clavata
339125,Microcoelia cornuta
339126,Solenangis wakefieldii
339127,Staurochilus fasciatus
339128,Stereochilus dalatensis
339129,Taeniophyllum biocellatum
339130,Taeniophyllum complanatum
339131,Taeniophyllum fasciola
339132,Taeniophyllum glandulosum
339133,Taeniophyllum smithii
339134,Thrixspermum elongatum
339135,Trichoglottis atropurpurea
339136,Trichoglottis geminata
339137,Trichoglottis seidenfadenii
339139,Tridactyle crassifolia
339140,Tridactyle filifolia
339141,Tridactyle furcistipes
339142,Tridactyle scottellii
339143,Tridactyle tanneri
339144,Trachoma brevirhachis
339146,Vanda tessellata
339147,Ypsilopus viridiflorus
339148,Angraecum longicalcar
350120,Maxillaria roseans
350122,Maxillaria schlimii
350123,Maxillaria inaequisepala
350124,Maxillaria amplifoliata
350126,Maxillaria pseudobulbosa
350127,Maxillaria standleyi
350130,Maxillaria avis
350132,Maxillaria frontinoensis
350135,Christensonella acicularis
350136,Maxillaria acostae
350137,Rhetinantha acuminata
350138,Maxillaria acutifolia
350149,Maxillaria angustisegmenta
350150,Maxillaria angustissima
350151,Maxillaria arachnitiflora
350152,Maxillariella arbuscula
350154,Maxillaria atwoodiana
350155,Maxillaria augustae victoriae
350157,Mapinguari auyantepuiensis
350158,Brasiliorchis barbosae
350163,Maxillaria bolivarensis
350164,Maxillaria brachybulbon
350166,Maxillaria bradei
350167,Camaridium bradeorum
350174,Maxillaria calantha
350177,Ornithidium canarense
350178,Maxillaria candida
350179,Camaridium carinulatum
350180,Maxillaria carolii
350184,Maxillaria chacoensis
350185,Inti chartacifolia
350186,Maxillaria chionantha
350187,Brasiliorchis chrysantha
350188,Ornithidium coccineum
350190,Maxillaria colemanii
350194,Maxillaria confusa
350198,Maxillaria cryptobulbon
350199,Camaridium ctenostachys
350201,Nitidobulbon cymbidioides
350202,Maxillaria dalessandroi
350203,Camaridium dendrobioides
350208,Maxillaria dillonii
350209,Heterotaxis discolor
350213,Maxillaria dressleriana
350214,Maxillaria eburnea
350216,Christensonella echinophyta
350217,Maxillaria ecuadorensis
350218,Maxillariella elatior
350220,Maxillaria endresii
350221,Heterotaxis equitans
350224,Christensonella ferdinandiana
350226,Maxillaria fletcheriana
350228,Maxillaria fractiflexa
350231,Heterotaxis fritzii
350232,Ornithidium fulgens
350233,Maxillaria galantha
350234,Maxillaria gentryi
350235,Ornithidium giganteum
350237,Brasiliorchis gracilis
350239,Maxillaria grandis
350240,Maxillaria grayi
350246,Maxillaria hedwigiae
350247,Maxillaria hennisiana
350255,Camaridium horichii
350256,Maxillaria huancabambae
350257,Maxillaria huebschii
350260,Maxillaria jenischiana
350262,Maxillaria jostii
350263,Maxillaria jucunda
350264,Christensonella juergensii
350265,Brasiliorchis kautskyi
350266,Maxillaria klugii
350268,Sauvetrea laevilabris
350271,Maxillaria lehmannii
350272,Maxillaria lepidota
350273,Maxillaria leucaimata
350278,Maxillaria longicaulis
350280,Maxillaria longiloba
350281,Maxillaria longipes
350282,Mapinguari longipetiolatus
350283,Maxillaria lueri
350284,Maxillaria luteoalba
350286,Christensonella madida
350288,Heterotaxis maleolens
350291,Maxillaria marmoliana
350294,Maxillaria melina
350295,Maxillaria meridensis
350301,Maxillaria modesta
350302,Maxillaria molitor
350303,Maxillaria moralesii
350304,Maxillaria mosenii
350305,Ornithidium multicaule
350306,Maxillaria multiflora
350308,Christensonella nardoides
350312,Maxillaria niesseniae
350313,Rhetinantha notylioglossa
350317,Camaridium ochroleucum
350318,Maxillariella oreocharis
350319,Maxillaria pachyacron
350320,Christensonella pachyphylla
350321,Camaridium paleatum
350325,Maxillaria patens
350327,Maxillaria perryae
350328,Brasiliorchis phoenicanthera
350329,Brasiliorchis picta
350331,Maxillaria platypetala
350334,Maxillariella ponerantha
350335,Brasiliorchis porphyrostele
350337,Nitidobulbon proboscideum
350338,Maxillariella procurrens
350340,Maxillaria pseudoreichenheimiana
350341,Maxillaria pulla
350342,Christensonella pumila
350344,Maxillaria quelchii
350345,Maxillaria ramonensis
350347,Maxillaria reichenheimiana
350349,Maxillaria richii
350351,Maxillaria ringens
350352,Maxillaria robusta
350353,Maxillaria rodrigueziana
350354,Maxillaria rotundilabia
350355,Maxillaria rubioi
350356,Maxillaria rufescens
350358,Maxillaria sanantonioensis
350359,Maxillaria sanderiana
350361,Heterotaxis santanae
350362,Camaridium scalariforme
350364,Brasiliorchis schunkeana
350366,Ornithidium serrulatum
350367,Maxillaria setigera
350369,Maxillaria silvana
350370,Ornithidium sophronitis
350371,Maxillaria splendens
350373,Maxillaria striata
350375,Maxillaria suarezorum
350377,Maxillaria subulifolia
350378,Heterotaxis superflua
350380,Maxillaria tenuibulba
350381,Maxillaria tenuifolia
350385,Maxillaria triloris
350387,Maxillaria turkeliae
350389,Brasiliorchis ubatubana
350390,Christensonella uncata
350392,Heterotaxis valenzuelana
350393,Maxillariella variabilis
350394,Christensonella vernicosa
350395,Heterotaxis villosa
350398,Maxillaria whittenii
350400,Maxillaria woytkowskii
350401,Maxillaria magliana
350402,Maxillaria perulera
350403,Maxillaria multifoliata
350404,Maxillaria schweinfurthiana
350406,Maxillaria antioquiensis
350407,Maxillaria laricina
350409,Camaridium strumatum
350410,Maxillaria danielae
350411,Maxillaria erikae
350412,Maxillaria johannyae
350413,Maxillaria luisae
350414,Maxillaria obtusa
350415,Maxillaria soulangeana
350416,Maxillaria turbinata
350417,Rudolfiella floribunda
350418,Xylobium colleyi
350419,Xylobium subpulchrum
350742,Maxillaria irrorata
350757,Maxillaria pauciflora
350765,Maxillaria neophylla
352206,Brownleea parviflora
357899,Centrolepis monogyna
360332,Christensonella vitelliniflora
360335,Lycaste macrophylla
361222,Dactylorhiza insularis
363334,Chytroglossa marileoniae
363335,Zygostates obliqua
363336,Zygostates pellucida
363338,Eloyella thienii
363339,Fernandezia tica
363341,Hintonella mexicana
363342,Ornithocephalus grex anserinus
363343,Ornithocephalus iridifolius
363345,Ornithocephalus myrticola
363346,Fernandezia cuencae
363348,Phymatidium falcifolium
363349,Ornithocephalus dalstroemii
363350,Telipogon acicularis
363351,Telipogon barbozae
363352,Telipogon bullpenensis
363353,Telipogon hystrix
363354,Telipogon monteverdensis
363356,Telipogon ampliflorus
363357,Telipogon andicola
363358,Telipogon ariasii
363359,Telipogon biolleyi
363360,Telipogon boliviensis
363361,Telipogon bombiformis
363362,Telipogon butcheri
363363,Telipogon caulescens
363364,Telipogon chiriquensis
363365,Telipogon chrysocrates
363366,Telipogon costaricensis
363367,Telipogon dalstromii
363368,Telipogon falcatus
363369,Telipogon frymirei
363370,Telipogon griesbeckii
363371,Telipogon klotzscheanus
363372,Telipogon maduroi
363373,Telipogon medusae
363375,Telipogon monticola
363376,Telipogon nervosus
363377,Telipogon olmosii
363378,Telipogon panamensis
363379,Telipogon personatus
363380,Telipogon pulcher
363381,Telipogon seibertii
363382,Telipogon smaragdinus
363384,Telipogon venustus
363385,Trichoceros muralis
363387,Zygostates alleniana
363388,Zygostates lunata
363518,Telipogon valenciae
367780,Gymnadenia frivaldii
367781,Pseudorchis albida
376002,Disa densiflora
376004,Disa vasselotii
376005,Disa pillansii
376006,Disa marlothii
376007,Disa schizodioides
376008,Disa triloba
376009,Disa ovalifolia
376011,Disa flexuosa
376012,Disa biflora
376013,Disa obliqua
376015,Disa inflexa
376017,Disa bifida
376018,Disa rufescens
376019,Disa pygmaea
376020,Disa sabulosa
376021,Disa bolusiana
376022,Disa atrorubens
376023,Disa comosa
376024,Disa borbonica
376025,Disa reticulata
376026,Disa brevicornis
376027,Disa ophrydea
376028,Disa conferta
376029,Disa bodkinii
376030,Disa remota
376031,Disa elegans
376032,Disa neglecta
376033,Disa subtenuicornis
376036,Disa karooica
376037,Disa draconis
376038,Disa harveyana
376041,Disa brachyceras
376042,Disa tenella
376045,Disa buchenaviana
376046,Disa alticola
376047,Disa intermedia
376049,Disa tysonii
376050,Disa hallackii
376051,Disa schlechteriana
376053,Disa salteri
376054,Disa tenuis
376055,Disa graminifolia
376056,Disa baurii
376057,Disa barbata
376058,Disa hians
376059,Disa venusta
376061,Disa multifida
376062,Disa purpurascens
376063,Disa gladioliflora
376066,Disa aristata
376067,Disa cephalotes
376070,Disa stricta
376071,Disa pulchra
376072,Disa vigilans
376073,Disa amoena
376075,Disa nivea
376077,Disa montana
376078,Disa zimbabweensis
376079,Disa aconitoides
376082,Disa similis
376083,Disa robusta
376084,Disa walleri
376085,Disa ukingensis
376086,Disa ochrostachya
376087,Disa miniata
376088,Disa zombica
376089,Disa ornithantha
376090,Disa satyriopsis
376091,Disa erubescens
376094,Disa celata
376095,Disa sankeyi
376097,Disa woodii
376098,Disa zuluensis
376099,Disa galpinii
376100,Disa sanguinea
376101,Disa perplexa
376102,Disa hircicornis
376103,Disa caffra
376104,Disa cooperi
376105,Disa rhodantha
376106,Disa scullyi
376107,Disa extinctoria
376109,Disperis dicerochila
376110,Disperis stenoplectron
376111,Disperis cucullata
376639,Corybas sulcatus
378699,Basiphyllaea carabiaiana
378700,Basiphyllaea wrightii
378701,Bletia adenocarpa
378702,Bletia campanulata
378703,Bletia coccinea
378704,Bletia ensifolia
378705,Bletia gracilis
378707,Bletia lilacina
378708,Bletia macristhmochila
378709,Bletia meridana
378710,Bletia neglecta
378711,Bletia punctata
378712,Bletia reflexa
378713,Bletia riparia
378714,Bletia roezlii
378715,Bletia stenophylla
378716,Bletia urbana
378717,Hexalectris spicata
378790,Brownleea galpinii
378793,Brownleea recurvata
378910,Bartholina burmanniana
379121,Dendrobium lamellatum
379234,Eulophia streptopetala
379241,Habenaria falcicornis
379245,Holothrix aspera
379296,Stenoglottis woodii
381210,Sauvetrea chicana
381213,Maxillaria saragurensis
381216,Maxillaria yanganensis
384567,Bonatea antennifera
384568,Bonatea boltonii
