"79442-Dendrochilum tenompokense",AF076715.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79414-Dendrochilum cobbianum",AF076716.1,"-","-",AY381119.1,"-","-","-","-",AY380984.1,"-","-","-","-","-","-","-",
"79430-Dendrochilum kingii",AF076717.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79440-Dendrochilum simplex",AF076718.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79422-Dendrochilum graciliscapum",AF076719.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79421-Dendrochilum gibbsiae",AF076720.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79418-Dendrochilum dewildeorum",AF076721.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79433-Dendrochilum longirachis",AF076722.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79436-Dendrochilum oxylobum",AF076723.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79431-Dendrochilum lacteum",AF076724.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79412-Dendrochilum arachnites",AF076725.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79429-Dendrochilum karoense",AF076726.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79435-Dendrochilum ovatum",AF076727.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79445-Dendrochilum tuberculatum",AF076728.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79413-Dendrochilum basale",AF076729.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79447-Pholidota clemensii",AF076730.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"150393-Dendrochilum pseudoscriptum",AF315840.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"79419-Dendrochilum dewindtianum",AF315841.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"165352-Dendrochilum acuiferum",AF389219.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"254903-Serapias politisii",AJ606135.1,"-","-","-","-","-","-","-","-",EU045535.1,"-","-","-","-","-","-",
"360335-Lycaste macrophylla",AM162259.1,EU214178.1,"-","-",EU213747.1,"-",EU213912.1,"-","-","-","-",EU213575.1,"-","-",EU213306.1,"-",
"1126420-Gymnadenia rhellicani",KP225182.1,"-","-",HG417016.1,HG800546.1,"-","-","-","-","-","-","-","-","-","-","-",
"39542-Hesperaloe parviflora",U23979.1,"-","-",HQ182430.1,"-","-","-","-",HQ181665.1,"-",JQ342815.1,"-","-","-","-","-",
"59335-Neotinea lactea",Z94081.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"59342-Anacamptis papilionacea",Z94095.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"59343-Orchis patens",Z94097.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"59345-Orchis provincialis",Z94101.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"59347-Orchis quadripunctata",Z94105.1,AY368385.1,"-",AF074203.1,"-","-","-","-",AY381048.1,"-","-","-","-","-","-","-",
"4692-Lilium superbum",AB020420.1,AB024546.1,"-",HQ182436.1,"-","-","-","-",HQ181671.1,"-","-","-","-","-",KU127330.1,"-",
"331152-Angraecum scottianum",AB217521.1,KF558017.1,KF558163.1,"-","-","-","-","-","-","-","-","-","-","-","-","-",
"331155-Robiquetia minimiflora",AB217524.1,AB217700.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331160-Adenoncos parviflora",AB217527.1,AB217703.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331162-Aerides odorata",AB217529.1,KF557954.1,EF670389.1,"-",KC985325.1,"-",JN005003.1,"-","-","-",KC244674.1,JN004649.1,"-","-","-","-",
"331165-Arachnis flos aeris",AB217531.1,EF079275.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331166-Vanda christensoniana",AB217532.1,AB217708.1,KC985417.1,KP772713.1,KC985328.1,"-",KP297992.1,"-","-","-","-","-","-","-","-","-",
"331167-Vanda nana",AB217533.1,EF079273.1,"-",KP772715.1,KP297984.1,"-",KP297994.1,"-","-","-","-","-","-","-","-",GU004412.1,
"331169-Ascochilus emarginatus",AB217534.1,AB217710.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331171-Pteroceras decipiens",AB217535.1,AB217711.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331175-Brachypeza indusiata",AB217537.1,AB217713.1,"-",JX569231.1,"-","-","-","-","-","-","-","-","-","-","-","-",
"331176-Brachypeza zamboangensis",AB217538.1,AB217714.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331187-Cleisomeria pilosulum",AB217542.1,AB217718.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331189-Pelatantheria scolopendrifolia",AB217546.1,KJ733587.1,KJ733667.1,KF296713.1,KC704393.1,"-","-","-","-","-","-","-","-",KJ733351.1,"-","-",
"331195-Diploprora truncata",AB217549.1,AB217725.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"84098-Phalaenopsis pulcherrima",AB217550.1,AB217726.1,KJ733673.1,"-",KJ733516.1,"-","-","-","-",AF533495.1,"-","-","-",KJ733357.1,"-","-",
"331267-Drymoanthus minimus",AB217551.1,AB217727.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331199-Grosourdya callifera",AB217553.1,AB217729.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331201-Gunnarella begaudii",AB217554.1,AB217730.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331205-Hygrochilus parishii",AB217557.1,AB217733.1,KF545898.1,JN005546.1,KF545867.1,"-",JN005191.1,"-","-",KX298670.1,KF545861.1,JN004829.1,"-",KF545909.1,KR363094.1,"-",
"331207-Hymenorchis javanica",AB217558.1,AB217734.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331211-Macropodanthus philippinensis",AB217560.1,AB217736.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331217-Microsaccus griffithii",AB217563.1,AB217739.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331219-Nothodoritis zhejiangensis",AB217565.1,AB217741.1,KF545895.1,"-","-","-","-","-","-","-","-","-","-",KF545906.1,"-","-",
"331223-Ornithochilus difformis",AB217567.1,AB217742.1,KF545900.1,"-","-","-","-","-","-","-","-","-","-",KF545911.1,"-","-",
"331225-Papilionanthe subulata",AB217568.1,AB217744.1,"-",KM583461.1,"-","-","-","-","-","-","-","-","-","-","-","-",
"331229-Pennilabium struthio",AB217570.1,AB217746.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"212067-Phalaenopsis fasciata",AB217574.1,AB217750.1,AY265755.1,"-","-","-","-","-","-",AF533490.1,"-","-","-","-","-","-",
"331231-Pomatocalpa diffusum",AB217576.1,AB217752.1,EF670432.1,"-","-","-","-","-","-","-","-","-","-","-","-","-",
"331232-Pomatocalpa kunstleri",AB217577.1,AB217753.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331234-Brachypeza pallida",AB217578.1,AB217754.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331236-Rhinerrhizopsis moorei",AB217579.1,AB217755.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331240-Sarcochilus hartmannii",AB217581.1,AB217758.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331239-Sarcochilus chrysanthus",AB217582.1,AB217757.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331244-Schoenorchis paniculata",AB217584.1,AB217760.1,"-",JQ933470.1,"-","-","-","-","-","-","-","-","-","-","-","-",
"331250-Smitinandia helferi",AB217587.1,AB217763.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331251-Smitinandia micrantha",AB217588.1,EF655798.1,EF670415.1,JQ933484.1,KJ733531.1,"-","-","-","-","-","-","-","-",KJ733372.1,"-","-",
"331253-Staurochilus ionosmus",AB217589.1,AB217765.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331256-Thrixspermum centipeda",AB217591.1,KJ733621.1,KJ733691.1,KX784194.1,KJ733536.1,"-","-","-","-","-","-","-","-",KJ733376.1,"-","-",
"331257-Thrixspermum subulatum",AB217592.1,AB217768.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331259-Trichoglottis latisepala",AB217593.1,AB217769.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331261-Vanda pumila",AB217594.1,AB217770.1,KC244665.1,KJ629005.1,KC693486.1,"-",KJ629014.1,"-","-",EF670416.1,KC244677.1,KP198574.1,"-",KC244673.1,KR363095.1,"-",
"331262-Tuberolabium escritorii",AB217595.1,AB217771.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"331265-Ventricularia tenuicaulis",AB217598.1,AB217774.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"337196-Gastrorchis francoisii",AB222023.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"337197-Gastrorchis humblotii",AB222024.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"337199-Gastrorchis tuberculosa",AB222026.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"337200-Gastrorchis lutea",AB222027.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"337204-Phaius amboinensis",AB222030.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"337206-Calanthe sylvatica",AB239293.1,KF673818.1,KF650506.1,KU748395.1,"-","-","-","-","-","-","-","-","-",JN638495.1,"-",GU004417.1,
"419403-Liparis auriculata",AB289458.1,KF262076.1,AB289484.1,KF296685.1,KF262194.1,"-","-","-","-","-","-","-","-","-","-","-",
"419405-Liparis cordifolia",AB289459.1,KJ459312.1,AB289485.1,"-","-","-","-","-","-","-","-","-","-","-","-","-",
"419408-Liparis krameri",AB289469.1,KC704645.1,AB289494.1,KC704907.1,KC704376.1,"-","-","-","-","-","-","-","-","-","-","-",
"327329-Liparis kumokiri",AB289471.1,EU017434.1,AB289497.1,KC704909.1,KC704378.1,"-","-","-","-","-","-","-","-","-","-","-",
"419410-Liparis makinoana",AB289474.1,EU017428.1,AB289500.1,KF296694.1,KF262203.1,"-","-","-","-","-","-","-","-","-","-","-",
"78794-Liparis liliifolia",AB289475.1,AF263667.1,EU017494.1,AF518046.1,"-","-","-","-","-",AF519947.1,"-","-","-","-","-","-",
"419409-Liparis maingayi",AB289476.1,"-",AB289502.1,"-","-","-","-","-","-","-","-","-","-","-","-","-",
"419411-Liparis montana",AB289477.1,"-",AB289503.1,"-","-","-","-","-","-","-","-","-","-","-","-","-",
"419412-Liparis purpureoviridis",AB289478.1,"-",AB289504.1,"-","-","-","-","-","-","-","-","-","-","-","-","-",
"419415-Liparis truncata",AB289479.1,"-",AB289505.1,"-","-","-","-","-","-","-","-","-","-","-","-","-",
"327332-Liparis nervosa",AB289482.1,AY907158.1,AB289508.1,JN005549.1,KF262204.1,"-",JN005199.1,"-","-",JF437614.1,"-",JN004834.1,"-","-","-","-",
"421261-Crepidium acuminatum",AB290884.1,AB290892.1,"-",JN005414.1,"-","-",JN005058.1,"-","-","-","-",JN004702.1,"-","-","-","-",
"1759435-Crepidium bancanoides",AB290885.1,AB290893.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"421262-Crepidium brevidentatum",AB290886.1,AB290894.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"421264-Crepidium hahajimense",AB290888.1,AB290896.1,AB290901.1,"-","-","-","-","-","-","-","-","-","-","-","-","-",
"421263-Malaxis boninensis",AB290889.1,AB290897.1,AB290902.1,"-","-","-","-","-","-","-","-","-","-","-","-","-",
"421265-Crepidium oculatum",AB290890.1,AB290898.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"421266-Crepidium perakense",AB290891.1,AB290899.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"446036-Eulophia zollingeri",AB306313.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"280454-Apostasia wallichii",AB451545.1,JX903642.1,KC172531.1,HQ182416.1,"-","-","-","-",HQ181650.1,"-","-","-","-","-","-","-",
"280455-Apostasia odorata",AB451546.1,AY557213.1,AY557220.1,"-","-","-","-","-","-","-","-","-","-","-","-","-",
"428214-Cephalanthera longibracteata",AB568430.1,AB856503.1,"-",AB856507.1,KC704343.1,"-",JF972826.1,"-","-",AB856524.1,"-","-","-","-","-","-",
"906677-Dendrobium alaticaulinum",AB593493.1,AB847688.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906678-Dendrobium amabile",AB593495.1,AB847690.1,"-",KU574258.1,"-","-",MF139726.1,"-","-","-","-","-","-","-","-","-",
"234000-Dendrobium amethystoglossum",AB593496.1,AB847691.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"859504-Dendrobium amoenum",AB593497.1,AB847692.1,"-",JF713127.1,KT792686.1,"-",JF713295.1,"-","-","-","-",JF713209.1,"-","-","-","-",
"906679-Dendrobium annae",AB593498.1,AB847693.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906680-Dendrobium aphanochilum",AB593500.1,AB847695.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906681-Dendrobium aphrodite",AB593501.1,AB847696.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906682-Dendrobium atavus",AB593502.1,AB847697.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906683-Dendrobium auriculatum",AB593503.1,AB847698.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906684-Dendrobium austrocaledonicum",AB593504.1,AB847699.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"859507-Dendrobium bensoniae",AB593505.1,AB847702.1,"-",HM055078.2,"-","-",HM054926.1,"-","-","-","-",HM054779.2,"-","-","-","-",
"906685-Dendrobium bifarium",AB593506.1,AB847703.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906686-Dendrobium bifurcatum",AB593507.1,AB847704.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"234002-Dendrobium bracteosum",AB593509.1,AB847705.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"910410-Dendrobium braianense",AB593510.1,AB847706.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"179350-Dendrobium brymerianum",AB593511.1,KF143642.1,EF397911.1,KJ187357.1,EU887932.1,"-",MF139720.1,"-","-","-","-",FJ216524.1,"-","-",FJ216597.1,"-",
"906688-Dendrobium calcaratum",AB593512.1,AB847708.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"907885-Dendrobium calceolum",AB593513.1,AB847709.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"234005-Dendrobium caliculi mentum",AB593514.1,AB847710.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"180501-Dendrobium chryseum",AB593530.1,AB847726.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906698-Dendrobium chrysocrepis",AB593531.1,AB847727.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"1545749-Dendrobium glomeratum",AB593535.1,AB847732.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906704-Dendrobium cuthbertsonii",AB593542.1,AB847738.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"234009-Dendrobium cyanocentrum",AB593543.1,AB847739.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906763-Dendrobium delacourii",AB593545.1,AB847741.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906764-Dendrobium denudans",AB593547.1,AB847743.1,KF143558.1,KF177595.1,KF177491.1,"-","-","-","-","-","-","-","-","-","-","-",
"906766-Dendrobium diodon",AB593550.1,AB847745.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906767-Dendrobium distichum",AB593551.1,AB847746.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"257356-Dendrobium draconis",AB593553.1,AB847748.1,"-",KP762099.1,KP762148.1,"-",KP762085.1,"-","-","-","-",JF713262.1,"-","-","-","-",
"907886-Dendrobium ephemerum",AB593555.1,AB847750.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906768-Dendrobium eriiflorum",AB593556.1,AB847751.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"257358-Dendrobium erosum",AB593557.1,AB847752.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906769-Dendrobium eserre",AB593558.1,AB847753.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"234010-Dendrobium fairchildiae",AB593559.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"117952-Dendrobium farmeri",AB593561.1,AB847757.1,"-",KU574244.1,"-","-",MF139712.1,"-","-","-","-",HM054808.1,"-","-","-","-",
"906772-Dendrobium furcatum",AB593566.1,AB847762.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906773-Dendrobium fytchianum",AB593567.1,AB847763.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"426116-Dendrobium gibsonii",AB593568.1,AB847764.1,EF397922.1,FJ216551.1,FJ216470.1,"-",FJ216494.1,"-","-","-","-",FJ216522.1,"-","-",FJ216594.1,"-",
"234013-Dendrobium goldfinchii",AB593569.1,AB847765.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"234014-Dendrobium goldschmidtianum",AB593570.1,KF143673.1,KF143569.1,KF177605.1,KF177502.1,"-","-","-","-","-","-","-","-","-","-","-",
"906774-Dendrobium gregulus",AB593572.1,AB847768.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906775-Dendrobium griffithianum",AB593573.1,AB847769.1,"-",KU574245.1,"-","-",MF139713.1,"-","-","-","-","-","-","-","-","-",
"906776-Dendrobium guibertii",AB593574.1,AB847770.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"516986-Dendrobium harveyanum",AB593576.1,AB847772.1,KC568316.1,KJ187376.1,EU887928.1,"-",MF139725.1,"-","-","-","-",EU553928.1,"-","-",FJ216589.1,"-",
"906777-Dendrobium hasseltii",AB593577.1,AB847773.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906778-Dendrobium hemimelanoglossum",AB593578.1,AB847774.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"467198-Dendrobium henryi",AB593579.1,KF143680.1,KF143576.1,KF177611.1,KJ174269.1,"-","-","-","-","-","-","-","-","-","-","-",
"257361-Dendrobium heterocarpum",AB593582.1,KF143683.1,EF397924.1,KF177614.1,FJ216471.1,"-",KP762091.1,"-","-","-","-",EU553932.1,"-","-",FJ216599.1,"-",
"906782-Dendrobium intricatum",AB593586.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906783-Dendrobium jacobsonii",AB593587.1,AB847783.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"234019-Dendrobium junceum",AB593590.1,AB847786.1,"-",DQ449483.1,"-","-","-","-","-","-","-","-","-","-","-","-",
"906784-Dendrobium kentrophyllum",AB593591.1,AB847787.1,"-",KC660974.1,"-","-","-","-","-","-","-","-","-","-","-",KC709972.1,
"906785-Dendrobium kontumense",AB593592.1,AB847788.1,"-",KP762102.1,KP762152.1,"-",KP762088.1,"-","-","-","-","-","-","-","-","-",
"906786-Dendrobium laevifolium",AB593593.1,AB847791.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"907887-Dendrobium lamyaiae",AB593595.1,AB847792.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"234021-Dendrobium lawesii",AB593596.1,AB847795.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"234022-Dendrobium leonis",AB593597.1,AB847796.1,"-",KC559780.1,"-","-","-","-","-","-","-","-","-","-","-",KC709959.1,
"906797-Dendrobium linguella",AB593601.1,AB847800.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906798-Dendrobium lobbii",AB593603.1,AB847802.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"161870-Dendrobium lohohense",AB593605.1,KF143691.1,EF397926.1,KF177623.1,KF177521.1,"-","-","-","-","-","-","-","-","-","-","-",
"906799-Dendrobium lowii",AB593606.1,AB847806.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906800-Dendrobium luteolum",AB593607.1,AB847807.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906801-Dendrobium maccarthiae",AB593608.1,AB847808.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906804-Dendrobium melanostictum",AB593610.1,AB847812.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906805-Dendrobium melinanthum",AB593611.1,AB847813.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906806-Dendrobium microglaphys",AB593612.1,AB847814.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"234024-Dendrobium mohlianum",AB593613.1,AB847815.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"234026-Dendrobium mutabile",AB593617.1,AB847819.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906807-Dendrobium nemorale",AB593618.1,AB847820.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906810-Dendrobium pachyglossum",AB593623.1,AB847825.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906811-Dendrobium pachyphyllum",AB593624.1,AB847826.1,"-",KC660979.1,"-","-","-","-","-","-","-","-","-","-","-",KC709964.1,
"906812-Dendrobium parcum",AB593629.1,AB847833.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"234031-Dendrobium philippinense",AB593634.1,AB847838.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906847-Dendrobium platygastrium",AB593635.1,AB847839.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906848-Dendrobium polyanthum",AB593636.1,AB847840.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906850-Dendrobium praecinctum",AB593638.1,AB847842.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"152867-Dendrobium prasinum",AB593639.1,AB847843.1,AJ409400.1,"-","-","-","-","-","-","-","-","-","-","-","-","-",
"906851-Dendrobium prianganense",AB593640.1,AB847844.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906852-Dendrobium profusum",AB593642.1,AB847846.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"671528-Dendrobium pulchellum",AB593643.1,AB519777.1,KF143609.1,AB519789.1,KF177541.1,"-","-","-","-","-","-","-","-","-","-","-",
"906853-Dendrobium rarum",AB593644.1,AB847848.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906854-Dendrobium regium",AB593645.1,AB847849.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906855-Dendrobium rhombeum",AB593646.1,AB847851.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906856-Dendrobium roseiodorum",AB593648.1,AB847852.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906857-Dendrobium roseipes",AB593649.1,AB847853.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"906864-Dendrobium rosellum",AB593650.1,AB847854.1,JF428095.1,JX569235.1,"-","-","-","-","-","-","-","-","-","-","-",KC709961.1,
"906866-Dendrobium sanderae",AB593654.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
